id,name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,created_at,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_banner_url,profile_use_background_image,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,protected,verified,description,updated,dataset,label
0,,MaherjxaLaurenc,6.499620624,0,0,0,0,Fri Feb 22 15:20:32 +0000 2013,0,,,BayArea,0,0,0,http://a0.twimg.com/profile_images/3533545329/23f010b904123e6785e0dacf8fd783c9_normal.jpeg,,0,,333333,https://si0.twimg.com/profile_images/3533545329/23f010b904123e6785e0dacf8fd783c9_normal.jpeg,C0DEED,0,DDEEF6,,,0084B4,0,0,0,eamollowBack,2/14/2015 10:40,INT,1
846562372.6,,delilanbly,87.8478205,103.0104347,0,0,0,Sat Jun 23 15:33:22 +0000 2012,0,en,,Liverpool,0,0,0,http://a0.twimg.com/profile_images/3230063065/8216f0eae225f506deb4536c3b5b3c8f_normal.jpeg,,0.491395332,https://si0.twimg.com/images/themes/theme1/bg.png,,https://si0.twimg.com/profile_images/3230063065/8216f0eae225f506deb4536c3b5b3c8f_normal.jpeg,C0DEED,0,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,0,0,0,xx..,2/14/2015 10:40,INT,1
0,Ezra Mckinney,ezrameni,3.004579797,74.59279249,0,0,0,,0,en,,127.0.0.1 hihihi,1.913139943,0,0,http://a0.twimg.com/profile_images/3230090550/75116528420e3660ad54f5d4669340e5_normal.jpeg,,0.150597787,,333333,,,0,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,,,0,0,0,,2/14/2015 10:40,INT,1
357704131.5,Leila Walls,wallswzp,316.772731,0,85.12318183,0,0,Sat Jun 23 16:02:45 +0000 2012,0,en,,Worldwide,0,0,0,http://a0.twimg.com/profile_images/3230249321/0043b5355322d710f9ac0d60f69f26df_normal.jpeg,,0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,,C0DEED,0,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,,0,0,0,,,INT,1
837279737.7,,estesvob,209.4001821,0,0,0,0,,0,en,,Camden Town,0.677259366,0,0,http://a0.twimg.com/profile_images/2907567121/7a1dec6e29a3f4e57e4d322d9e920b6e_normal.jpeg,,0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,,,0,,,,0084B4,0,0,0,,2/14/2015 10:40,,1
387285209,Elwanda Sargent,sargentxcw,63.14074166,11.85686374,0,0,0,Sun Jun 24 09:12:36 +0000 2012,0,en,,Bogor,1.714780587,0,0,http://a0.twimg.com/profile_images/3285904033/78e2abae4b78a1bd5b9f4efc3b98c416_normal.jpeg,,2.974706692,https://si0.twimg.com/images/themes/theme1/bg.png,333333,,C0DEED,0,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,0,0,0,Awas ada si gilang yg super genit nvite a bbm gua 276B6733 ♥.....,,INT,1
0,Deangelo Huff,deangelohuffdb,172.4164069,21.1781385,0,0,0,Sat Jun 23 15:46:48 +0000 2012,0,en,,In Your Heart :),0,0,0,http://a0.twimg.com/profile_images/3212846317/06f611a71481a49e12f77989bd2b34d8_normal.jpeg,,2.686975019,,333333,https://si0.twimg.com/profile_images/3212846317/06f611a71481a49e12f77989bd2b34d8_normal.jpeg,C0DEED,0,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,,,0,0,0,,2/14/2015 10:40,INT,1
0,,jaunitamcint,0,0,782.7851913,0,0,Sun Jun 24 15:33:14 +0000 2012,0,en,,,2.243342683,0,0,http://a0.twimg.com/profile_images/3305985967/b82e1f33ed78e7e2637c22d87f7c17a2_normal.jpeg,,1.945684209,,,https://si0.twimg.com/profile_images/3305985967/b82e1f33ed78e7e2637c22d87f7c17a2_normal.jpeg,C0DEED,0,DDEEF6,,C0DEED,0084B4,0,0,0,15 yers old. Rock & Rll...,2/14/2015 10:40,INT,1
3488281729,Rashida Horton,RashidaHorton2,0,0,87.4335832,0,0,,0,en,,,0.170605532,0,0,http://a0.twimg.com/profile_images/3579854703/c43e1569353ee27c4f80ea640d1206b2_normal.jpeg,,0.801546745,https://si0.twimg.com/images/themes/theme1/bg.png,333333,,,0,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,,0084B4,0,0,0,,2/14/2015 10:40,INT,1
84793425.06,,,0,73.77512011,253.5143807,0,0,Wed Jun 27 14:15:42 +0000 2012,0,en,,,0,0,0,http://a0.twimg.com/profile_images/3234328904/5f0e0281435b71834c663ed5c77012ef_normal.jpeg,,0.976094514,,,https://si0.twimg.com/profile_images/3234328904/5f0e0281435b71834c663ed5c77012ef_normal.jpeg,,0,,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,,0,0,0,,2/14/2015 10:40,INT,1
2907382.827,Eulalia Woodard,,117.325449,40.93229809,1037.61017,0,0,Sat Jun 23 16:02:16 +0000 2012,0,en,,São Paulo - SP,0,0,0,,,0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3213686291/777720b2bcc16d964cbaa7005f4a76d5_normal.jpeg,C0DEED,0,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,0,0,0,Portal de classificados Com os melhores fornecedores de produtos e serviços d Zona Leste deSão Paulo.,2/14/2015 10:40,INT,1
0,,DarrylHansen3,0,0,18.99258996,0,0,Sun Apr 28 10:22:11 +0000 2013,0,en,,,0,0,0,http://a0.twimg.com/profile_images/3592751989/56b8771fa04bfa312b4a696b50bf9824_normal.jpeg,,0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3592751989/56b8771fa04bfa312b4a696b50bf9824_normal.jpeg,C0DEED,0,,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,0,0,0,,,INT,1
0,,,30.36396811,10.8698305,0,0,0,Sun Jun 24 19:06:00 +0000 2012,0,en,,Los Angeles,0,0,0,http://a0.twimg.com/profile_images/3235591504/b4c3c1058c4ced8256923f09e5a35f44_normal.jpeg,,0.892131425,https://si0.twimg.com/images/themes/theme1/bg.png,333333,,C0DEED,0,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,0,0,0,htp://DailyTipsPro.com - Daily Dog Trainng Tips And Tricks - Enjoy!,,INT,1
109479254.1,Carie Newman,carienewmanbwr,0,28.93052731,887.5037721,0,0,,0,en,,Jalhay B-4845,0,0,0,,,0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3210795730/7536277fe7cfae48e30e26e726993d55_normal.jpeg,C0DEED,0,,,C0DEED,0084B4,0,0,0,Everythings related to he Wars is Interesting to me. So feed me lease :))),,INT,1
0,Rodger Dominguez,domingueztevrb,0,0,0,0,0,Sun Jun 24 02:32:32 +0000 2012,0,,,Florida,0.949666118,0,0,,,0,,333333,https://si0.twimg.com/profile_images/3295547384/3ae0c64599239c6289d19236bef07870_normal.jpeg,C0DEED,0,,,,0084B4,0,0,0,Free dating  in Floida  at http://t.co/q1wRZ50aNB,2/14/2015 10:40,,1
790747280.3,,,46.70110164,39.49903759,0,0,0,,0,en,,sacramento,0,0,0,http://a0.twimg.com/profile_images/3236369853/c27f620c3d0120b308d0c5804aacf606_normal.jpeg,,0,,,,C0DEED,0,DDEEF6,,C0DEED,0084B4,0,0,0,i play basball and i like log walkes on the beach.,2/14/2015 10:40,,1
1246780596,,romastoutzox,40.27320924,10.9003095,0,0,0,Sat Jun 23 15:58:04 +0000 2012,0,,,Detroit/ Nationwide,3.64914663,0,0,http://a0.twimg.com/profile_images/3230207607/77103a2b43928d6f8c33a85a03348ce5_normal.jpeg,,0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3230207607/77103a2b43928d6f8c33a85a03348ce5_normal.jpeg,C0DEED,0,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,,0,0,0,,2/14/2015 10:40,INT,1
0,,lakendramq,192.7047852,15.14792482,0,0,0,Mon Jun 25 02:20:10 +0000 2012,0,,,"Compton, CA / USC",0,0,0,http://a0.twimg.com/profile_images/3228668116/773cbcb9367d67edbf34db8ee38821ac_normal.jpeg,,2.973609805,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3228668116/773cbcb9367d67edbf34db8ee38821ac_normal.jpeg,C0DEED,0,,,,,0,0,0,Compton (raised)  / Clifornia (born) /University of Southern California (student) / Track & Field (athlete) / USA! (pride),,,1
0,Nathaniel Cooke,nathanieltnftn,0,0,0,0,0,,0,,,somewhere youre not,0,0,0,,,2.186381745,https://si0.twimg.com/images/themes/theme1/bg.png,333333,,C0DEED,0,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,,0084B4,0,0,0,"Trade Exchange - your services for something else, no direct trade neded, py with trade credits",2/14/2015 10:40,INT,1
1340056171,Deon Fernandez,deonfernandezvp,43.75527271,0,734.7059236,0,0,Sun Jun 24 22:49:21 +0000 2012,0,en,,,0,0,0,,,0.372966347,https://si0.twimg.com/images/themes/theme1/bg.png,333333,,C0DEED,0,,http://a0.twimg.com/images/themes/theme1/bg.png,,0084B4,0,0,0,starting fom scratch hey_jaded is now lyravert.,2/14/2015 10:40,INT,1
0,Rena Carroll,renacarrollmyo,0,6.298698815,539.9039906,0,0,Sun Jun 24 13:34:39 +0000 2012,0,en,,,0,0,0,,,0,https://si0.twimg.com/images/themes/theme1/bg.png,,https://si0.twimg.com/profile_images/3245264232/47506cc6694975614a1bc5cbc2421ba8_normal.jpeg,C0DEED,0,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,,,0,0,0,,,INT,1
0,Grisel Martin,,0.173309226,0,11.64204403,0,0,Sat Apr 20 12:24:27 +0000 2013,0,en,,,0,0,0,http://a0.twimg.com/profile_images/3560827785/3edc392166915aa8774b415e5af30588_normal.jpeg,,1.996570242,,333333,https://si0.twimg.com/profile_images/3560827785/3edc392166915aa8774b415e5af30588_normal.jpeg,,0,DDEEF6,,,,0,0,0,,,INT,1
924178711.1,,,0,0,0,0,0,Sun Jun 24 11:03:37 +0000 2012,0,,,Antarctica,0,0,0,http://a0.twimg.com/profile_images/3302970769/8f1402b0e005c4b7765ae58f604903bd_normal.jpeg,,0,https://si0.twimg.com/images/themes/theme1/bg.png,,https://si0.twimg.com/profile_images/3302970769/8f1402b0e005c4b7765ae58f604903bd_normal.jpeg,C0DEED,0,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,0,0,0,"I am here to get over 100 followers  day to my twitter acount.Need more follow me,#chakra #WillFollowBack #TeamAutoFollow #MRFOLLOWBACK1",2/14/2015 10:40,,1
364292633.3,,,0,0,0,0,0,Mon Jun 25 01:12:59 +0000 2012,0,en,,,1.687651047,0,0,http://a0.twimg.com/profile_images/3309321237/694e0394e01fe000102db2249d1f4d10_normal.jpeg,,0,,333333,https://si0.twimg.com/profile_images/3309321237/694e0394e01fe000102db2249d1f4d10_normal.jpeg,C0DEED,0,,http://a0.twimg.com/images/themes/theme1/bg.png,,0084B4,0,0,0,,2/14/2015 10:40,INT,1
0,Delena Brown,delenabrownqywu,0,6.848428183,1003.414302,0,0,Sat Jun 23 15:49:59 +0000 2012,0,,,WorldWide .,0,0,0,,,1.543638695,,,,C0DEED,0,,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,0,0,0,Official Twitter Page Of Reordig Artist/Model SYNCERE. #Shadyville Entertainment/#IGotNext❇ Affiliated! For Bookings Contact OfficialSyncerebooking@gmail.com,2/14/2015 10:40,INT,1
2916522932,Elwanda Puryear,,18.5160577,0,0,0,0,,0,en,,,0,0,0,http://a0.twimg.com/profile_images/3489372327/4d6b3f1d05767b99d09db49dcc356f4e_normal.jpeg,,1.453345421,,333333,,,0,DDEEF6,,,,0,0,0,Social edia and marketing - I follow evryone who follows me and retweet those tweets that help make people money!,2/14/2015 10:40,INT,1
0,,shandikentdrmor,73.2487452,0,0,0,0,Sun Jun 24 07:20:41 +0000 2012,0,en,,,1.726215706,0,0,http://a0.twimg.com/profile_images/3238731229/b15cddb135dba5c83c00ed2ac094eb18_normal.jpeg,,0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3238731229/b15cddb135dba5c83c00ed2ac094eb18_normal.jpeg,,0,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,,0084B4,0,0,0,Verified Account ...Graphic Designer...Studi Engineer...Born Rich ...Recording Artist.... #TeamWiteIPhone YNP Bow!!,2/14/2015 10:40,,1
270391024.7,Angeline Dean,angelinehc,21.28047167,13.28626125,501.4466154,0,0,Sat Jun 23 15:29:08 +0000 2012,0,,,"Tampa, Fl",2.555624513,0,0,http://a0.twimg.com/profile_images/3292468657/c0c7f5445ee71c011cbf087ebc4a47ce_normal.jpeg,,0,,333333,,C0DEED,0,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,0,0,0,,2/14/2015 10:40,INT,1
1384985135,Edyth Hahn,edythhafkx,19.5753296,22.86882727,0,0,0,Sat Jul 21 08:57:14 +0000 2012,0,en,,✈✈☁,1.911805005,0,0,http://a0.twimg.com/profile_images/3187595351/6763688abcd830fe94355d01002bb08c_normal.jpeg,,0,,333333,https://si0.twimg.com/profile_images/3187595351/6763688abcd830fe94355d01002bb08c_normal.jpeg,C0DEED,0,,,C0DEED,0084B4,0,0,0,Oneverse can tell a thousand stories. One hand can touch a million hearts. #WAG(We.Are.Great) #TeamLoner,,,1
1055387683,Rosaura Cherry,,38.09266043,0,0,0,0,,0,en,,Galleria,0.310746168,0,0,http://a0.twimg.com/profile_images/3230347415/a426abd894398a8ad6bccfeefb47f18c_normal.jpeg,,2.136968718,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3230347415/a426abd894398a8ad6bccfeefb47f18c_normal.jpeg,,0,,,C0DEED,,0,0,0,,2/14/2015 10:40,INT,1
0,,bushxbrp,0,28.47826199,824.5800773,0,0,Sat Jun 23 16:01:27 +0000 2012,0,en,,LA California,0,0,0,http://a0.twimg.com/profile_images/3230257578/62aeb38431e0becd4b8ae4a966b9ed1c_normal.jpeg,,0,,,https://si0.twimg.com/profile_images/3230257578/62aeb38431e0becd4b8ae4a966b9ed1c_normal.jpeg,,0,DDEEF6,,,0084B4,0,0,0,"I'm what Lebron was to St. Vincent-St. Mary, I give ou nothing but greatness, and the rsults don't vary.-Drake",2/14/2015 10:40,INT,1
0,Janita Hobgood,,0,0.115935185,0,0,0,,0,,,,2.212891192,0,0,http://a0.twimg.com/profile_images/3533827711/9eea3066c2990ff9a0d3631399fbfe46_normal.jpeg,,0.901336264,,333333,https://si0.twimg.com/profile_images/3533827711/9eea3066c2990ff9a0d3631399fbfe46_normal.jpeg,C0DEED,0,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,0,0,0,,,INT,1
786603898.2,,,76.8662415,0,713.6491815,0,0,,0,en,,,0,0,0,http://a0.twimg.com/profile_images/2919053049/b11d90dd972fd0d7efe06def22b2ed8d_normal.jpeg,,2.212017551,,333333,https://si0.twimg.com/profile_images/2919053049/b11d90dd972fd0d7efe06def22b2ed8d_normal.jpeg,,0,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,,0084B4,0,0,0,Where Geek Meets Got. Podcaster. Blogger. Member of the Legion of Tangent podcasting syndicate. Gothic columnist and reviewer for http://t.co/b39jMK2v,2/14/2015 10:40,,1
230102364.6,Estelle Santos,,0,0,128.4854454,0,0,,0,en,,"Dublin, Ireland",1.512420606,0,0,http://a0.twimg.com/profile_images/3232367297/17cfc889d7706d121cb65cb0034c5d2e_normal.jpeg,,0,,,https://si0.twimg.com/profile_images/3232367297/17cfc889d7706d121cb65cb0034c5d2e_normal.jpeg,C0DEED,0,DDEEF6,,,,0,0,0,"Practical wisdom,healh, Chinese Medicine",,,1
0,,,0,0,85.56371348,0,0,Wed Jun 27 06:17:38 +0000 2012,0,en,,Ribeirão Preto -SP,2.654156754,0,0,http://a0.twimg.com/profile_images/2976642853/56386f336e497a8e30b3704a0839737d_normal.jpeg,,0,https://si0.twimg.com/images/themes/theme1/bg.png,,https://si0.twimg.com/profile_images/2976642853/56386f336e497a8e30b3704a0839737d_normal.jpeg,C0DEED,0,DDEEF6,,C0DEED,,0,0,0,"Somos joven loucos,em um mundo onde os normais constroem bombs atômicas.",2/14/2015 10:40,INT,1
367611479.4,Beckie Haynes,beckiehayne,0,46.51694555,0,0,0,Mon Jun 25 02:34:00 +0000 2012,0,,,,0,0,0,,,0,,333333,https://si0.twimg.com/profile_images/3214520601/dc7f258483c69bef654b9351d814e0b7_normal.jpeg,C0DEED,0,,http://a0.twimg.com/images/themes/theme1/bg.png,,0084B4,0,0,0,"Lovinq Colleqe , Family , & Friends Follow Me! -RiP Grandma , Missinq & Lovinq YOU (tears) .You will always be in my heart! #iloveYOU .. '",2/14/2015 10:40,INT,1
0,,ernestgxo,0,0,911.2327435,0,0,,0,,,,0,0,0,http://a0.twimg.com/profile_images/3278159489/f0fa028d2fe43345154cdf49b03364b5_normal.jpeg,,0.124355902,,333333,,C0DEED,0,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,,0084B4,0,0,0,,,,1
1308043101,,amoscohenyavo,0,29.69837554,156.7416982,0,0,Sat Jun 23 16:01:26 +0000 2012,0,en,,,0,0,0,,,2.425736126,https://si0.twimg.com/images/themes/theme1/bg.png,333333,,C0DEED,0,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,0,0,0,"Beliber~,Smiler& LttleGirl",2/14/2015 10:40,INT,1
0,Basil Wells,,92.15444402,32.12719149,0,0,0,Sun Jun 24 12:25:14 +0000 2012,0,en,,"At where I'm at, be where I be",0,0,0,http://a0.twimg.com/profile_images/3303970280/7acba3b04c438a066071f2f369f60a20_normal.jpeg,,1.207865399,https://si0.twimg.com/images/themes/theme1/bg.png,,,C0DEED,0,,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,,0,0,0,,,INT,1
