followers_count,following_count,follower_following_ratio,account_age_days,statuses_count,posts_per_day,content_density,tweets_per_day,engagement_proxy,followers_log,following_log,ratio_log,activity_score,growth_signal,has_profile_image,verified,bio_length,username_randomness_score,username_length,label
397.0,753.0,0.5265251989389921,3667.0,211.0,0.0808080808080808,0.057540223616034905,0.05752453653217012,22.837241003271536,5.986452005284438,6.625392368007956,0.7850680615990817,0.05752453653217012,0.10823336968375136,0,1,56.0,1.0,10,0
406.0,701.0,0.5726375176304654,1758.0,194.0,0.1102899374644684,0.11035267349260523,0.11028993746446845,44.77771461057419,6.008813185442595,6.553933404025811,0.7936081749571388,0.11028993746446845,0.23081296191017622,1,0,7.0,1.0,10,0
400.0,702.0,0.5789473684210527,4978.0,189.0,0.0379594296043382,0.037967055042185616,0.03795942960433822,32.17131474103586,5.993961427306569,6.555356891810665,0.7936081749571388,0.03795942960433822,0.16083315486587435,0,0,206.0,0.0,13,0
361.0,726.0,0.4965612104539202,1879.0,185.0,0.0984042553191489,0.09845662586482172,0.09840425531914894,35.523936170212764,5.8916442118257715,6.588926477533519,0.7763475149308098,0.09840425531914894,0.1920212765957447,0,0,94.0,1.0,9,0
383.0,729.0,0.5246575342465754,2533.0,183.0,0.0722178374112075,0.07224634820371101,0.07221783741120757,27.6594317284925,5.950642552587727,6.593044534142437,0.7836965167042572,0.07221783741120757,0.1511444356748224,1,1,116.0,0.0,3,0
357.0,728.0,0.4897119341563786,3515.0,208.0,0.0591581342434584,0.059174964438122334,0.05915813424345848,21.119453924914676,5.8805329864007,6.591673732008658,0.7746029655630087,0.05915813424345848,0.1015358361774744,1,1,221.0,1.0,12,0
403.0,695.0,0.5790229885057471,3774.0,200.0,0.0808080808080808,0.0,0.08241146381458185,32.17131474103586,6.0014148779611505,6.54534966033442,0.7953792929584604,0.08241146381458185,0.10675496688741722,0,1,124.0,1.0,13,0
352.0,705.0,0.4985835694050991,2079.0,202.0,0.0971153846153846,0.09716209716209716,0.09711538461538462,34.184615384615384,5.8664680569332965,6.559615237493242,0.7760273337507332,0.09711538461538462,0.16923076923076924,0,1,19.0,0.0,10,0
392.0,730.0,0.5362517099863201,4662.0,175.0,0.0375294874544284,0.03753753753753754,0.03752948745442848,14.711559082135965,5.973809611869261,6.594413459749778,0.7866057916823095,0.03752948745442848,0.0840660518979198,1,0,123.0,1.0,5,0
400.0,702.0,0.5490753911806543,2058.0,175.0,0.0808080808080808,0.08503401360544217,0.08499271491015056,32.17131474103586,5.993961427306569,6.555356891810665,0.7936081749571388,0.08499271491015056,0.16083315486587435,1,0,230.0,1.0,11,0
409.0,649.0,0.6292307692307693,678.0,224.0,0.3298969072164948,0.3303834808259587,0.32989690721649484,134.9278350515464,6.016157159698354,6.476972362889683,0.8046247689182635,0.32989690721649484,0.6023564064801178,0,0,52.0,1.0,8,0
379.0,707.0,0.5353107344632768,2455.0,200.0,0.0394098625707356,0.0,0.08241146381458185,32.17131474103586,5.940171252720432,6.56244409369372,0.7854829971799603,0.08241146381458185,0.16083315486587435,1,0,118.0,0.0,10,0
373.0,697.0,0.5343839541547278,2975.0,219.0,0.0808080808080808,0.07361344537815126,0.07358870967741936,27.44858870967742,5.924255797414532,6.548219102762372,0.784854773922298,0.07358870967741936,0.12533602150537634,1,1,11.0,1.0,11,1
346.0,693.0,0.4985590778097982,285.0,210.0,0.7342657342657343,0.7368421052631579,0.7342657342657343,254.05594405594405,5.849324779946859,6.542471960506805,0.7755182665012947,0.7342657342657343,1.2097902097902098,1,1,176.0,1.0,8,0
434.0,724.0,0.5986206896551725,2201.0,207.0,0.0940054495912806,0.09404815992730577,0.09400544959128065,40.798365122615806,6.075346031088684,6.586171654854675,0.8008447880560208,0.09400544959128065,0.19709355131698456,0,0,16.0,1.0,11,0
427.0,681.0,0.626099706744868,4467.0,199.0,0.0445389435989256,0.04454891426012984,0.04453894359892569,19.01812891674127,6.059123195581797,6.525029657843462,0.805195922286668,0.04453894359892569,0.09556848701880036,0,0,63.0,1.0,8,0
438.0,730.0,0.5991792065663475,1841.0,186.0,0.1009771986970684,0.10103204780010863,0.10097719869706841,44.22801302931596,6.0844994130751715,6.594413459749778,0.8011809529890468,0.10097719869706841,0.23778501628664495,0,1,41.0,0.0,8,0
400.0,678.0,0.6215022091310751,1879.0,198.0,0.1053191489361702,0.10537519957424162,0.10531914893617021,32.17131474103586,5.993961427306569,6.520621127558696,0.7936081749571388,0.10531914893617021,0.16083315486587435,1,1,93.0,0.0,10,0
426.0,711.0,0.598314606741573,1611.0,200.0,0.1209677419354838,0.0,0.08241146381458185,32.17131474103586,6.056784013228625,6.568077911411976,0.8003067732819641,0.08241146381458185,0.2642679900744417,1,0,156.0,0.0,5,0
391.0,677.0,0.5766961651917404,3963.0,200.0,0.0532290615539858,0.0,0.08241146381458185,32.17131474103586,5.971261839790462,6.519147287940395,0.7941408262300549,0.08241146381458185,0.09863773965691221,0,0,146.0,0.0,4,0
385.0,739.0,0.5202702702702703,4237.0,180.0,0.0424728645587541,0.04248288883644088,0.04247286455875413,16.35205285512034,5.955837369464831,6.606650186198215,0.7829776871126952,0.04247286455875413,0.09084473808400188,0,0,237.0,1.0,11,1
371.0,701.0,0.5707996899425102,3160.0,224.0,0.0708636507434356,0.07088607594936709,0.07086365074343562,26.290414425814614,5.918893854273146,6.553933404025811,0.7936081749571388,0.07086365074343562,0.11736792154381524,0,1,10.0,0.0,11,1
387.0,722.0,0.5352697095435685,3499.0,201.0,0.0574285714285714,0.05744498428122321,0.057428571428571426,22.224857142857143,5.961005339623274,6.583409222158765,0.7860587718522669,0.057428571428571426,0.11057142857142857,1,0,97.0,1.0,9,1
394.0,701.0,0.5612535612535613,2132.0,194.0,0.0909517112048757,0.09099437148217636,0.09095171120487576,35.83497421472105,5.978885764901122,6.553933404025811,0.7914930467502825,0.09095171120487576,0.1847163619315518,0,0,177.0,1.0,10,0
390.0,686.0,0.5676855895196506,3315.0,201.0,0.0606151990349819,0.06063348416289593,0.06061519903498191,23.639927623642944,5.968707559985366,6.532334292222349,0.7924113997633463,0.06061519903498191,0.11761158021712907,0,0,70.0,1.0,7,0
424.0,716.0,0.5913528591352859,1379.0,181.0,0.131159420289855,0.1312545322697607,0.13115942028985508,55.61159420289856,6.052089168924417,6.57507584059962,0.7989476668322507,0.13115942028985508,0.3072463768115942,1,1,107.0,1.0,10,1
393.0,732.0,0.5361527967257844,3078.0,228.0,0.0740500162390386,0.07407407407407407,0.07405001623903865,29.10165638194219,5.976350909297934,6.597145701886651,0.7866574031631097,0.07405001623903865,0.1276388437804482,1,0,124.0,1.0,6,0
433.0,730.0,0.5923392612859097,3015.0,200.0,0.0722811671087533,0.0,0.08241146381458185,32.17131474103586,6.073044534100405,6.594413459749778,0.7996726233418032,0.08241146381458185,0.14356763925729443,1,0,33.0,0.0,4,0
400.0,712.0,0.5371669004207573,3893.0,189.0,0.0485362095531587,0.0485486771127665,0.0485362095531587,32.17131474103586,5.993961427306569,6.569481420414296,0.7936081749571388,0.0485362095531587,0.16083315486587435,0,0,19.0,1.0,11,0
393.0,708.0,0.5543018335684062,1716.0,179.0,0.1042516016307513,0.10431235431235432,0.10425160163075131,40.97087944088526,5.976350909297934,6.5638555265321274,0.7901196537049628,0.10425160163075131,0.22888759464181713,1,0,49.0,1.0,10,0
422.0,701.0,0.6107091172214182,453.0,186.0,0.4096916299559471,0.4105960264900662,0.40969162995594716,172.8898678414097,6.0473721790462776,6.553933404025811,0.7936081749571388,0.40969162995594716,0.9295154185022027,1,1,101.0,1.0,10,1
418.0,703.0,0.59375,2455.0,200.0,0.5830903790087464,0.0,0.08241146381458185,32.17131474103586,6.037870919922137,6.556778356158042,0.7990006634244946,0.08241146381458185,0.16083315486587435,0,0,215.0,1.0,8,0
429.0,686.0,0.6244541484716157,393.0,180.0,0.4568527918781725,0.4580152671755725,0.45685279187817257,195.98984771573603,6.063785208687608,6.532334292222349,0.8050340005420207,0.45685279187817257,1.0888324873096447,1,1,137.0,0.0,10,1
395.0,689.0,0.572463768115942,1270.0,199.0,0.0808080808080808,0.15669291338582678,0.15656963021243114,61.8450039339103,5.981414211254481,6.536691597591305,0.7936392426042902,0.15656963021243114,0.3107789142407553,0,0,159.0,1.0,10,0
392.0,723.0,0.5414364640883977,3051.0,215.0,0.0704456094364351,0.07046869878728286,0.07044560943643513,27.61467889908257,5.973809611869261,6.584791392385716,0.7876036798937278,0.07044560943643513,0.12844036697247707,0,0,124.0,1.0,7,0
400.0,708.0,0.5768688293370945,4060.0,214.0,0.0526963802019207,0.05270935960591133,0.05269638020192071,32.17131474103586,5.993961427306569,6.5638555265321274,0.7936081749571388,0.05269638020192071,0.16083315486587435,1,0,14.0,1.0,6,0
402.0,691.0,0.5809248554913294,971.0,202.0,0.2078189300411522,0.20803295571575695,0.20781893004115226,83.54320987654322,5.998936561946683,6.539585955617669,0.795658620680216,0.20781893004115226,0.41358024691358025,1,0,228.0,1.0,12,0
384.0,679.0,0.5647058823529412,2206.0,196.0,0.088808337109198,0.08884859474161379,0.08880833710919801,34.10240144993204,5.953243334287785,6.522092798170152,0.7914344443790948,0.08880833710919801,0.1739918441323063,1,0,83.0,0.0,10,1
377.0,701.0,0.5669172932330827,4795.0,207.0,0.0808080808080808,0.04316996871741397,0.04316096747289408,16.271684737281067,5.934894195619588,6.553933404025811,0.7936081749571388,0.04316096747289408,0.07860717264386989,1,0,130.0,1.0,9,1
385.0,707.0,0.5437853107344632,166.0,206.0,1.233532934131736,1.2409638554216869,1.2335329341317365,474.9101796407185,5.955837369464831,6.56244409369372,0.7875545651215288,1.2335329341317365,2.305389221556886,1,1,36.0,1.0,9,1
398.0,677.0,0.5870206489675516,255.0,222.0,0.8671875,0.8705882352941177,0.8671875,345.140625,5.988961416889864,6.519147287940395,0.7964947603161433,0.8671875,1.5546875,1,1,125.0,0.0,12,1
400.0,722.0,0.5089903181189488,302.0,176.0,0.5808580858085809,0.5827814569536424,0.5808580858085809,32.17131474103586,5.993961427306569,6.583409222158765,0.7936081749571388,0.5808580858085809,0.16083315486587435,0,1,248.0,1.0,9,0
396.0,725.0,0.5454545454545454,3104.0,211.0,0.0679549114331723,0.06797680412371133,0.0679549114331723,26.91014492753623,5.983936280687191,6.587550014824796,0.7886519718480387,0.0679549114331723,0.12753623188405797,0,1,124.0,1.0,11,1
412.0,721.0,0.5706371191135734,3841.0,200.0,0.0520562207183758,0.05206977349648529,0.052056220718375845,21.447162935970848,6.023447592961033,6.582025138892826,0.7944378292895787,0.052056220718375845,0.10723581467985424,1,1,71.0,1.0,11,0
407.0,704.0,0.577304964539007,2557.0,190.0,0.0742767787333854,0.07430582714118107,0.07427677873338545,30.23064894448788,6.0112671744041615,6.558197802812269,0.7953307562508456,0.07427677873338545,0.15910867865519937,0,0,39.0,1.0,10,0
400.0,701.0,0.5767575322812052,1506.0,221.0,0.0808080808080808,0.14674634794156707,0.14664897146648972,32.17131474103586,5.993961427306569,6.553933404025811,0.7936081749571388,0.14664897146648972,0.16083315486587435,1,0,235.0,1.0,11,0
384.0,701.0,0.5217391304347826,1257.0,208.0,0.0808080808080808,0.1654733492442323,0.16534181240063592,63.49125596184419,5.953243334287785,6.553933404025811,0.7936081749571388,0.16534181240063592,0.3052464228934817,0,0,55.0,1.0,5,0
424.0,691.0,0.5707996899425102,2263.0,177.0,0.0781802120141342,0.07821475916924436,0.07818021201413428,33.148409893992934,6.052089168924417,6.539585955617669,0.8027084251775214,0.07818021201413428,0.1872791519434629,0,0,124.0,0.0,6,0
386.0,758.0,0.5085638998682477,4341.0,200.0,0.0442192538000921,0.0,0.08241146381458185,32.17131474103586,5.958424693029782,6.63200177739563,0.7807158419010556,0.08241146381458185,0.08889912482726854,0,1,103.0,1.0,7,0
413.0,701.0,0.6038011695906432,210.0,189.0,0.0808080808080808,0.9,0.8957345971563981,369.93838862559244,6.025865973825314,6.553933404025811,0.7936081749571388,0.8957345971563981,1.957345971563981,1,1,138.0,1.0,9,1
436.0,682.0,0.5707996899425102,3794.0,200.0,0.0498023715415019,0.0,0.08241146381458185,32.17131474103586,6.07993319509559,6.52649485957079,0.8078040719531305,0.08241146381458185,0.11488801054018445,0,0,109.0,1.0,10,0
392.0,749.0,0.5226666666666666,4522.0,182.0,0.0402387795710811,0.04024767801857585,0.04023877957108114,15.773601591863809,5.973809611869261,6.620073206530356,0.7839569843961267,0.04023877957108114,0.0866681406146363,1,0,124.0,0.0,9,0
383.0,697.0,0.5487106017191977,3048.0,203.0,0.0665792062971466,0.0666010498687664,0.0665792062971466,25.499836011807147,5.950642552587727,6.548219102762372,0.7883505329634654,0.0665792062971466,0.12561495572318793,0,1,135.0,1.0,9,0
378.0,701.0,0.543884892086331,981.0,194.0,0.1975560081466395,0.19775739041794088,0.1975560081466395,74.67617107942974,5.937536205082426,6.553933404025811,0.7936081749571388,0.1975560081466395,0.384928716904277,0,1,92.0,1.0,12,0
373.0,666.0,0.5592203898050975,2120.0,221.0,0.1041961338991041,0.10424528301886793,0.10419613389910419,38.86515794436586,5.924255797414532,6.502790045915623,0.7896070343377908,0.10419613389910419,0.17586044318717586,0,0,93.0,0.0,11,1
403.0,752.0,0.5351925630810093,3746.0,193.0,0.0515078729650387,0.05152162306460224,0.0515078729650387,20.757672804910595,6.0014148779611505,6.6240652277998935,0.7871673049278203,0.0515078729650387,0.10755270883373365,0,1,55.0,0.0,11,0
390.0,662.0,0.5882352941176471,178.0,183.0,1.022346368715084,1.0280898876404494,1.0223463687150838,398.7150837988827,5.968707559985366,6.4967749901858625,0.7961700288189372,1.0223463687150838,2.17877094972067,0,0,59.0,1.0,12,1
400.0,724.0,0.5517241379310345,1547.0,194.0,0.1253229974160206,0.12540400775694893,0.12532299741602068,50.129198966408275,5.993961427306569,6.586171654854675,0.7901167677204891,0.12532299741602068,0.25839793281653745,1,0,137.0,0.0,12,1
415.0,695.0,0.5962643678160919,2035.0,189.0,0.0928290766208251,0.09287469287469287,0.09282907662082515,38.52406679764244,6.030685260261263,6.54534966033442,0.799258554174675,0.09282907662082515,0.2038310412573674,0,1,38.0,1.0,5,0
353.0,706.0,0.4992927864214992,2455.0,182.0,0.6066666666666667,0.0,0.08241146381458185,32.17131474103586,5.869296913133774,6.561030665896573,0.7762561974000146,0.08241146381458185,0.16083315486587435,0,1,27.0,1.0,11,0
398.0,685.0,0.5801749271137027,2568.0,205.0,0.0797975866095757,0.07982866043613707,0.07979758660957571,31.759439470611134,5.988961416889864,6.530877627725885,0.7952541141872681,0.07979758660957571,0.1549240949785909,0,0,48.0,1.0,12,1
385.0,705.0,0.5453257790368272,3567.0,202.0,0.0566143497757847,0.05663022147462854,0.05661434977578475,21.79652466367713,5.955837369464831,6.559615237493242,0.7878492730590054,0.05661434977578475,0.1079035874439462,0,1,163.0,1.0,12,1
400.0,684.0,0.5766423357664233,2455.0,206.0,0.0509774808215788,0.0,0.08241146381458185,32.17131474103586,5.993961427306569,6.529418838262226,0.7936081749571388,0.08241146381458185,0.16083315486587435,0,1,124.0,1.0,9,1
374.0,709.0,0.5707996899425102,275.0,200.0,0.7898550724637681,0.0,0.08241146381458185,32.17131474103586,5.926926025970411,6.565264970035361,0.7834393176505895,0.08241146381458185,1.355072463768116,1,0,12.0,1.0,9,1
403.0,746.0,0.5394912985274432,2996.0,200.0,0.0694027360694027,0.0,0.08241146381458185,32.17131474103586,6.0014148779611505,6.616065185132817,0.7879941586734845,0.08241146381458185,0.1344678011344678,0,0,223.0,1.0,8,0
422.0,746.0,0.5707996899425102,53.0,195.0,3.611111111111111,3.6792452830188678,3.611111111111111,1523.888888888889,6.0473721790462776,6.616065185132817,0.7940284165176583,3.611111111111111,7.814814814814815,1,0,35.0,1.0,8,0
403.0,688.0,0.5849056603773585,1424.0,202.0,0.1417543859649122,0.14185393258426968,0.14175438596491227,57.127017543859644,6.0014148779611505,6.535241271013659,0.79644627983542,0.14175438596491227,0.2828070175438597,0,1,100.0,1.0,9,0
433.0,682.0,0.6339677891654466,1628.0,213.0,0.1307550644567219,0.13083538083538085,0.13075506445672191,56.61694290976059,6.073044534100405,6.52649485957079,0.8068888170936358,0.13075506445672191,0.2658072437077962,1,0,25.0,0.0,9,1
400.0,701.0,0.5933734939759037,489.0,207.0,0.4224489795918367,0.4233128834355828,0.42244897959183675,32.17131474103586,5.993961427306569,6.553933404025811,0.7936081749571388,0.42244897959183675,0.16083315486587435,0,0,85.0,1.0,4,0
398.0,730.0,0.5444596443228454,2355.0,202.0,0.0857385398981324,0.08577494692144373,0.08573853989813243,34.12393887945671,5.988961416889864,6.594413459749778,0.7886009167964354,0.08573853989813243,0.16893039049235994,0,0,3.0,1.0,4,0
400.0,719.0,0.5458333333333333,417.0,207.0,0.4952153110047846,0.49640287769784175,0.49521531100478466,32.17131474103586,5.993961427306569,6.579251212010101,0.7936081749571388,0.49521531100478466,0.16083315486587435,1,1,222.0,1.0,10,0
422.0,756.0,0.5574636723910171,2557.0,214.0,0.0836591086786552,0.08369182635901447,0.0836591086786552,35.30414386239249,6.0473721790462776,6.6293632534374485,0.7926444158130239,0.0836591086786552,0.16497263487099295,0,1,81.0,0.0,8,0
398.0,694.0,0.5726618705035971,921.0,200.0,0.220173535791757,0.0,0.08241146381458185,32.17131474103586,5.988961416889864,6.543911845564792,0.7938800902625721,0.08241146381458185,0.4316702819956616,0,0,191.0,0.0,12,0
382.0,745.0,0.5120643431635389,2455.0,195.0,0.1254019292604501,0.0,0.08241146381458185,32.17131474103586,5.948034989180646,6.61472560020376,0.7811226958751454,0.08241146381458185,0.16083315486587435,0,1,165.0,1.0,12,1
405.0,716.0,0.5648535564853556,2686.0,198.0,0.0736881280238183,0.07371556217423679,0.07368812802381838,29.843691849646444,6.0063531596017325,6.57507584059962,0.7929099702751343,0.07368812802381838,0.1507257164123558,1,1,126.0,1.0,10,0
425.0,677.0,0.6268436578171092,666.0,226.0,0.3388305847076461,0.33933933933933935,0.33883058470764615,144.0029985007496,6.054439346269371,6.519147287940395,0.8052029192166245,0.33883058470764615,0.6371814092953523,0,0,124.0,1.0,9,1
391.0,708.0,0.5514809590973202,4102.0,207.0,0.0504508895929807,0.05046318868844466,0.05045088959298075,19.726297830855472,5.971261839790462,6.5638555265321274,0.7894468394914153,0.05045088959298075,0.0952961247867414,0,1,126.0,0.0,6,0
420.0,709.0,0.5707996899425102,2470.0,178.0,0.0720356131121003,0.07206477732793522,0.07203561311210037,30.254957507082153,6.042632833682381,6.565264970035361,0.7987337994923047,0.07203561311210037,0.16997167138810199,1,1,124.0,1.0,8,0
419.0,738.0,0.5669824086603519,1475.0,209.0,0.0808080808080808,0.14169491525423727,0.14159891598915988,59.32994579945799,6.040254711277414,6.6052979209482015,0.7942167123578423,0.14159891598915988,0.28387533875338755,1,0,214.0,1.0,11,1
380.0,701.0,0.547550432276657,338.0,217.0,0.640117994100295,0.6420118343195266,0.640117994100295,243.2448377581121,5.942799375126701,6.553933404025811,0.7936081749571388,0.640117994100295,1.12094395280236,1,1,21.0,1.0,9,1
400.0,707.0,0.519774011299435,3160.0,177.0,0.0559949383106611,0.0560126582278481,0.055994938310661185,32.17131474103586,5.993961427306569,6.56244409369372,0.7936081749571388,0.055994938310661185,0.16083315486587435,0,0,129.0,0.0,4,0
400.0,748.0,0.4819759679572764,269.0,188.0,0.6962962962962963,0.6988847583643123,0.6962962962962963,32.17131474103586,5.993961427306569,6.618738983517219,0.7936081749571388,0.6962962962962963,0.16083315486587435,0,1,30.0,1.0,12,1
400.0,701.0,0.5783475783475783,1088.0,212.0,0.0808080808080808,0.1948529411764706,0.19467401285583102,32.17131474103586,5.993961427306569,6.553933404025811,0.7936081749571388,0.19467401285583102,0.16083315486587435,0,1,118.0,1.0,10,0
394.0,651.0,0.6042944785276073,1294.0,215.0,0.0808080808080808,0.1661514683153014,0.16602316602316602,65.41312741312741,5.978885764901122,6.480044561926653,0.7993115168502587,0.16602316602316602,0.30424710424710427,1,1,10.0,0.0,11,0
383.0,743.0,0.5707996899425102,2455.0,204.0,0.3100303951367781,0.0,0.08241146381458185,32.17131474103586,5.950642552587727,6.612041034833092,0.7817407348905872,0.08241146381458185,0.16083315486587435,0,0,219.0,0.0,9,0
376.0,698.0,0.5379113018597997,2829.0,193.0,0.0681978798586572,0.06822198656769177,0.06819787985865725,25.642402826855125,5.932245187448011,6.54965074223381,0.7857641883037311,0.06819787985865725,0.13286219081272085,0,0,45.0,1.0,10,0
438.0,708.0,0.6177715091678421,3974.0,198.0,0.0498113207547169,0.0498238550578762,0.04981132075471698,21.81735849056604,6.0844994130751715,6.5638555265321274,0.8044177194728611,0.04981132075471698,0.11018867924528301,1,0,95.0,0.0,8,0
402.0,701.0,0.5868613138686132,2455.0,227.0,0.0457753579350675,0.0,0.08241146381458185,32.17131474103586,5.998936561946683,6.553933404025811,0.7936081749571388,0.08241146381458185,0.16083315486587435,0,0,189.0,1.0,3,0
389.0,671.0,0.5788690476190477,1337.0,184.0,0.1375186846038864,0.137621540762902,0.1375186846038864,53.4947683109118,5.966146739123692,6.51025834052315,0.7943996689078078,0.1375186846038864,0.2907324364723468,1,0,196.0,0.0,5,0
377.0,674.0,0.5585185185185185,2357.0,230.0,0.097540288379983,0.0975816716164616,0.09754028837998303,36.7726887192536,5.934894195619588,6.51471269087253,0.7897699406163844,0.09754028837998303,0.15988125530110264,1,0,191.0,0.0,10,0
400.0,683.0,0.5570175438596491,1668.0,185.0,0.1108448172558418,0.11091127098321343,0.11084481725584182,32.17131474103586,5.993961427306569,6.52795791762255,0.7936081749571388,0.11084481725584182,0.16083315486587435,1,0,124.0,1.0,11,0
388.0,677.0,0.5707996899425102,1826.0,203.0,0.1111111111111111,0.11117196056955093,0.1111111111111111,43.11111111111111,5.963579343618446,6.519147287940395,0.7931191018405969,0.1111111111111111,0.21237000547345375,0,1,9.0,1.0,11,1
442.0,658.0,0.6707132018209409,4031.0,207.0,0.0513392857142857,0.051352021830811216,0.05133928571428571,22.691964285714285,6.093569770045136,6.490723534502507,0.8134821345331946,0.05133928571428571,0.10962301587301587,1,1,167.0,1.0,6,0
384.0,701.0,0.5470085470085471,1213.0,191.0,0.157331136738056,0.1574608408903545,0.15733113673805602,60.41515650741351,5.953243334287785,6.553933404025811,0.7880984668351788,0.15733113673805602,0.3163097199341021,0,1,127.0,0.0,9,0
434.0,712.0,0.6086956521739131,2769.0,192.0,0.0808080808080808,0.06933911159263272,0.06931407942238267,30.08231046931408,6.075346031088684,6.569481420414296,0.8026106008667852,0.06931407942238267,0.15667870036101084,0,0,237.0,1.0,9,1
397.0,709.0,0.5591549295774648,4416.0,216.0,0.0489019696626669,0.04891304347826087,0.048901969662666966,19.414081956078785,5.986452005284438,6.565264970035361,0.7913076447415504,0.048901969662666966,0.0898800090559203,1,1,151.0,1.0,8,0
403.0,668.0,0.6023916292974589,2455.0,200.0,0.0624183006535947,0.0,0.08241146381458185,32.17131474103586,6.0014148779611505,6.505784060128229,0.7995720140473402,0.08241146381458185,0.16083315486587435,1,0,98.0,1.0,7,0
380.0,691.0,0.5491329479768786,445.0,184.0,0.4125560538116592,0.4134831460674157,0.4125560538116592,156.7713004484305,5.942799375126701,6.539585955617669,0.7882129615750029,0.4125560538116592,0.852017937219731,1,1,124.0,1.0,5,0
398.0,702.0,0.566145092460882,1398.0,219.0,0.1565403859899928,0.15665236051502146,0.15654038598999284,62.30307362401715,5.988961416889864,6.555356891810665,0.7926775005666993,0.15654038598999284,0.28448892065761255,0,1,111.0,1.0,4,0
393.0,701.0,0.5695652173913044,4382.0,200.0,0.0410677618069815,0.0,0.08241146381458185,32.17131474103586,5.976350909297934,6.553933404025811,0.7936081749571388,0.08241146381458185,0.08966461327857632,1,0,59.0,1.0,9,1
383.0,681.0,0.5615835777126099,2219.0,206.0,0.0927927927927927,0.09283461018476791,0.09279279279279279,35.53963963963964,5.950642552587727,6.525029657843462,0.7907799468119403,0.09279279279279279,0.1725225225225225,0,1,189.0,1.0,10,1
403.0,699.0,0.5757142857142857,3677.0,197.0,0.0535617183251767,0.05357628501495785,0.05356171832517673,21.58537248504622,6.0014148779611505,6.551080335043404,0.7947756627762925,0.05356171832517673,0.10957041870581838,1,0,86.0,1.0,10,0
390.0,691.0,0.5635838150289018,2311.0,200.0,0.0808080808080808,0.0,0.08241146381458185,32.17131474103586,5.968707559985366,6.539585955617669,0.791649249059644,0.08241146381458185,0.16868512110726644,1,1,144.0,1.0,11,1
